カードID=01100410CA138C1D
利用年月日,定期,鉄道会社名,入場駅/事業者名,定期,鉄道会社名,出場駅/降車場所,利用額(円),残額(円),メモ
2017/07/18,,東武,五反野,,,,-1000,1544,現金ﾁｬｰｼﾞ
2017/07/18,,メトロ,西日暮里,,東武,五反野,289,544,
2017/07/18,,東武,五反野,,メトロ,西日暮里,289,833,
2017/07/17,,東武,五反野,,,,-1000,1122,現金ﾁｬｰｼﾞ
2017/07/17,,東武,栃木,,東武,五反野,885,122,
2017/07/17,,東武,栃木,,,,-1000,1007,現金ﾁｬｰｼﾞ
2017/07/14,,東武,五反野,,東武,栃木,885,7,
2017/07/14,,東武,栃木,,,,-110,892,現金ﾁｬｰｼﾞ
2017/07/14,,メトロ,西日暮里,,東武,五反野,289,782,
2017/07/14,,東武,五反野,,メトロ,西日暮里,289,1071,
2017/07/14,,東武,五反野,,,,-1000,1360,現金ﾁｬｰｼﾞ
2017/07/13,,メトロ,西日暮里,,東武,五反野,289,360,
2017/07/13,,東武,五反野,,メトロ,西日暮里,289,649,
2017/07/12,,メトロ,西日暮里,,東武,五反野,289,938,
2017/07/12,,メトロ,西日暮里,,,,-1000,1227,現金ﾁｬｰｼﾞ
2017/07/12,,東武,五反野,,メトロ,西日暮里,289,227,
2017/07/11,,メトロ,西日暮里,,東武,五反野,289,516,
2017/07/11,,東武,五反野,,メトロ,西日暮里,289,805,
2017/07/10,,東武,五反野,,,,-1000,1094,現金ﾁｬｰｼﾞ
2017/07/10,,メトロ,西日暮里,,東武,五反野,289,94,
2017/07/10,,東武,五反野,,メトロ,西日暮里,289,383,
2017/07/09,,東武,栃木,,東武,五反野,885,672,
2017/07/09,,東武,栃木,,,,-1000,1557,現金ﾁｬｰｼﾞ
2017/07/07,,東武,五反野,,東武,栃木,885,557,
2017/07/07,,東武,北千住,,,,1130,1442,磁気券購入
2017/07/07,,東武,五反野,,,,-2000,2572,現金ﾁｬｰｼﾞ
2017/07/07,,メトロ,西日暮里,,東武,五反野,289,572,
2017/07/07,,東武,五反野,,メトロ,西日暮里,289,861,
2017/07/07,,東武,五反野,,,,-1000,1150,現金ﾁｬｰｼﾞ
2017/07/06,,メトロ,西日暮里,,東武,五反野,289,150,
2017/07/06,,東武,五反野,,メトロ,西日暮里,289,439,
2017/07/05,,メトロ,西日暮里,,東武,五反野,289,728,
2017/07/05,,東武,五反野,,メトロ,西日暮里,289,1017,
2017/07/05,,東武,五反野,,,,-1000,1306,現金ﾁｬｰｼﾞ
2017/07/04,,メトロ,西日暮里,,東武,五反野,289,306,
2017/07/04,,東武,五反野,,メトロ,西日暮里,289,595,
2017/07/03,,メトロ,西日暮里,,東武,五反野,289,884,
2017/07/03,,東武,五反野,,メトロ,西日暮里,289,1173,
2017/07/02,,東武,五反野,,,,-1000,1462,現金ﾁｬｰｼﾞ
2017/07/02,,東武,栃木,,東武,五反野,885,462,
2017/07/02,,東武,栃木,,,,-1000,1347,現金ﾁｬｰｼﾞ
2017/06/30,,東武,五反野,,東武,栃木,885,347,
2017/06/30,,メトロ,西日暮里,,東武,五反野,289,1232,
2017/06/30,,東武,五反野,,,,-1000,1521,現金ﾁｬｰｼﾞ
2017/06/30,,東武,五反野,,メトロ,西日暮里,289,521,
2017/06/29,,メトロ,西日暮里,,東武,五反野,289,810,
2017/06/29,,メトロ,西日暮里,,,,-1000,1099,現金ﾁｬｰｼﾞ
2017/06/29,,東武,五反野,,メトロ,西日暮里,289,99,
2017/06/28,,メトロ,西日暮里,,東武,五反野,289,388,
2017/06/28,,東武,五反野,,メトロ,西日暮里,289,677,
2017/06/27,,メトロ,西日暮里,,東武,五反野,289,966,
2017/06/27,,メトロ,西日暮里,,,,-1000,1255,現金ﾁｬｰｼﾞ
2017/06/27,,東武,五反野,,メトロ,西日暮里,289,255,
2017/06/26,,メトロ,西日暮里,,東武,五反野,289,544,
2017/06/26,,東武,五反野,,メトロ,西日暮里,289,833,
2017/06/25,,東武,五反野,,,,-1000,1122,現金ﾁｬｰｼﾞ
2017/06/25,,東武,栃木,,東武,五反野,885,122,
2017/06/25,,東武,栃木,,,,-1000,1007,現金ﾁｬｰｼﾞ
2017/06/23,,東武,五反野,,東武,栃木,885,7,
2017/06/23,,東武,栃木,,,,-660,892,現金ﾁｬｰｼﾞ
2017/06/23,,メトロ,西日暮里,,東武,五反野,289,232,
2017/06/23,,東武,五反野,,メトロ,西日暮里,289,521,
2017/06/22,,メトロ,西日暮里,,東武,五反野,289,810,
2017/06/22,,メトロ,西日暮里,,,,-1000,1099,現金ﾁｬｰｼﾞ
2017/06/22,,東武,五反野,,メトロ,西日暮里,289,99,
2017/06/21,,メトロ,西日暮里,,東武,五反野,289,388,
2017/06/21,,東武,五反野,,メトロ,西日暮里,289,677,
2017/06/20,,メトロ,西日暮里,,東武,五反野,289,966,
2017/06/20,,メトロ,西日暮里,,,,-1000,1255,現金ﾁｬｰｼﾞ
2017/06/20,,東武,五反野,,メトロ,西日暮里,289,255,
2017/06/19,,メトロ,西日暮里,,東武,五反野,289,544,
2017/06/19,,東武,五反野,,メトロ,西日暮里,289,833,
2017/06/18,,東武,五反野,,,,-1000,1122,現金ﾁｬｰｼﾞ
2017/06/18,,東武,栃木,,東武,五反野,885,122,
2017/06/18,,東武,栃木,,,,-1000,1007,現金ﾁｬｰｼﾞ
2017/06/17,,東武,五反野,,東武,栃木,885,7,
2017/06/17,,東武,栃木,,,,-80,892,現金ﾁｬｰｼﾞ
2017/06/16,,メトロ,西日暮里,,東武,五反野,289,812,
2017/06/16,,東武,五反野,,メトロ,西日暮里,289,1101,
2017/06/15,,メトロ,西日暮里,,東武,五反野,289,1390,
2017/06/15,,メトロ,西日暮里,,,,-1000,1679,現金ﾁｬｰｼﾞ
2017/06/15,,東武,五反野,,メトロ,西日暮里,289,679,
2017/06/14,,メトロ,西日暮里,,東武,五反野,289,968,
2017/06/14,,東武,五反野,,,,-1000,1257,現金ﾁｬｰｼﾞ
2017/06/14,,東武,五反野,,メトロ,西日暮里,289,257,
2017/06/13,,メトロ,西日暮里,,東武,五反野,289,546,
2017/06/13,,東武,五反野,,メトロ,西日暮里,289,835,
2017/06/12,,東武,五反野,,,,-1000,1124,現金ﾁｬｰｼﾞ
2017/06/12,,メトロ,西日暮里,,東武,五反野,289,124,
2017/06/12,,東武,五反野,,メトロ,西日暮里,289,413,
2017/06/11,,東武,栃木,,東武,五反野,885,702,
2017/06/11,,東武,五反野,,,,-1000,1587,現金ﾁｬｰｼﾞ
2017/06/10,,東武,五反野,,東武,栃木,885,587,
2017/06/10,,東武,栃木,,,,-1000,1472,現金ﾁｬｰｼﾞ
2017/06/09,,メトロ,西日暮里,,東武,五反野,289,472,
2017/06/09,,東武,五反野,,メトロ,西日暮里,289,761,
2017/06/08,,メトロ,西日暮里,,東武,五反野,289,1050,
2017/06/08,,東武,五反野,,メトロ,西日暮里,289,1339,
2017/06/07,,メトロ,西日暮里,,東武,五反野,289,1628,
2017/06/07,,都営,西日暮里,,,,-1000,1917,現金ﾁｬｰｼﾞ
2017/06/07,,東武,五反野,,メトロ,西日暮里,289,917,
2017/06/06,,メトロ,西日暮里,,東武,五反野,289,1206,
2017/06/06,,都営,西日暮里,,,,-1000,1495,現金ﾁｬｰｼﾞ
2017/06/06,,東武,五反野,,メトロ,西日暮里,289,495,
2017/06/05,,メトロ,西日暮里,,東武,五反野,289,784,
2017/06/05,,東武,五反野,,メトロ,西日暮里,289,1073,
2017/06/04,,東武,栃木,,東武,五反野,885,1362,
2017/06/04,,東武,栃木,,,,-2000,2247,現金ﾁｬｰｼﾞ
2017/06/03,,東武,五反野,,東武,栃木,885,247,
2017/06/02,,メトロ,西日暮里,,東武,五反野,289,1132,
2017/06/02,,東武,五反野,,メトロ,西日暮里,289,1421,
2017/06/01,,TX,青井,,,,-1000,1710,現金ﾁｬｰｼﾞ
2017/06/01,,TX,北千住,,TX,青井,206,710,
2017/06/01,,メトロ,西日暮里,,メトロ,北千住,165,916,
2017/06/01,,メトロ,西日暮里,,,,-1000,1081,現金ﾁｬｰｼﾞ
2017/06/01,,東武,五反野,,メトロ,西日暮里,289,81,
2017/05/31,,東武,北千住,,東武,五反野,144,370,
2017/05/31,,メトロ,西日暮里,,メトロ,北千住,165,514,
2017/05/31,,東武,五反野,,メトロ,西日暮里,289,679,
2017/05/30,,メトロ,西日暮里,,東武,五反野,289,968,
2017/05/30,,都営,西日暮里,,,,-1000,1257,現金ﾁｬｰｼﾞ
2017/05/30,,東武,五反野,,メトロ,西日暮里,289,257,
2017/05/29,,メトロ,西日暮里,,東武,五反野,289,546,
2017/05/29,,東武,五反野,,メトロ,西日暮里,289,835,
2017/05/28,,東武,栃木,,東武,五反野,885,1124,
2017/05/28,,東武,栃木,,,,-2000,2009,現金ﾁｬｰｼﾞ
2017/05/27,,東武,五反野,,東武,栃木,885,9,
2017/05/27,,東武,栃木,,,,-680,894,現金ﾁｬｰｼﾞ
2017/05/26,,メトロ,西日暮里,,東武,五反野,289,214,
2017/05/26,,東武,五反野,,メトロ,西日暮里,289,503,
2017/05/25,,メトロ,西日暮里,,東武,五反野,289,792,
2017/05/25,,東武,五反野,,メトロ,西日暮里,289,1081,
2017/05/24,,メトロ,西日暮里,,東武,五反野,289,1370,
2017/05/24,,都営,西日暮里,,,,-1000,1659,現金ﾁｬｰｼﾞ
2017/05/24,,東武,五反野,,メトロ,西日暮里,289,659,
2017/05/23,,メトロ,西日暮里,,東武,五反野,289,948,
2017/05/23,,東武,五反野,,,,-1000,1237,現金ﾁｬｰｼﾞ
2017/05/23,,東武,五反野,,メトロ,西日暮里,289,237,
2017/05/22,,東武,北千住,,東武,五反野,144,526,
2017/05/22,,メトロ,西日暮里,,メトロ,北千住,165,670,
2017/05/22,,東武,五反野,,メトロ,西日暮里,289,835,
2017/05/21,,東武,栃木,,東武,五反野,885,1124,
2017/05/21,,東武,栃木,,,,-2000,2009,現金ﾁｬｰｼﾞ
2017/05/20,,東武,五反野,,東武,栃木,885,9,
2017/05/20,,東武,栃木,,,,-430,894,現金ﾁｬｰｼﾞ
2017/05/19,,メトロ,西日暮里,,東武,五反野,289,464,
2017/05/19,,東武,五反野,,メトロ,西日暮里,289,753,
2017/05/18,,東武,北千住,,東武,五反野,144,1042,
2017/05/18,,東武,五反野,,,,-1000,1186,現金ﾁｬｰｼﾞ
2017/05/18,,メトロ,西日暮里,,メトロ,北千住,165,186,
2017/05/18,,東武,五反野,,メトロ,西日暮里,289,351,
2017/05/17,,メトロ,西日暮里,,東武,五反野,289,640,
2017/05/17,,東武,五反野,,メトロ,西日暮里,289,929,
2017/05/17,,メトロ,西日暮里,,,,-1000,1218,現金ﾁｬｰｼﾞ
2017/05/16,,メトロ,西日暮里,,東武,五反野,289,218,
2017/05/16,,メトロ,北千住,,メトロ,西日暮里,165,507,
2017/05/16,,TX,青井,,TX,北千住,206,672,
2017/05/15,,メトロ,西日暮里,,東武,五反野,289,878,
2017/05/15,,東武,五反野,,メトロ,西日暮里,289,1167,
2017/05/15,,メトロ,西日暮里,,,,-1000,1456,現金ﾁｬｰｼﾞ
2017/05/14,,東武,栃木,,東武,五反野,885,456,
2017/05/14,,東武,栃木,,,,-1000,1341,現金ﾁｬｰｼﾞ
2017/05/13,,東武,五反野,,東武,栃木,885,341,
2017/05/12,,メトロ,西日暮里,,東武,五反野,289,1226,
2017/05/12,,都営,西日暮里,,,,-1000,1515,現金ﾁｬｰｼﾞ
2017/05/12,,東武,五反野,,メトロ,西日暮里,289,515,
2017/05/11,,メトロ,西日暮里,,東武,五反野,289,804,
2017/05/11,,都営,西日暮里,,,,-1000,1093,現金ﾁｬｰｼﾞ
2017/05/11,,東武,五反野,,メトロ,西日暮里,289,93,
2017/05/10,,メトロ,西日暮里,,東武,五反野,289,382,
2017/05/10,,東武,五反野,,メトロ,西日暮里,289,671,
2017/05/09,,メトロ,西日暮里,,東武,五反野,289,960,
2017/05/09,,東武,五反野,,,,-1000,1249,現金ﾁｬｰｼﾞ
2017/05/09,,東武,五反野,,メトロ,西日暮里,289,249,
2017/05/08,,メトロ,西日暮里,,東武,五反野,289,538,
2017/05/08,,東武,五反野,,メトロ,西日暮里,289,827,
2017/05/07,,東武,栃木,,東武,五反野,885,1116,
2017/05/07,,東武,栃木,,,,-2000,2001,現金ﾁｬｰｼﾞ
2017/04/29,,東武,五反野,,東武,栃木,885,1,
2017/04/29,,東武,栃木,,,,-170,886,現金ﾁｬｰｼﾞ
2017/04/28,,メトロ,西日暮里,,東武,五反野,289,716,
2017/04/28,,東武,五反野,,メトロ,西日暮里,289,1005,
2017/04/28,,東武,五反野,,,,-1000,1294,現金ﾁｬｰｼﾞ
2017/04/27,,メトロ,西日暮里,,東武,五反野,289,294,
2017/04/27,,東武,五反野,,メトロ,西日暮里,289,583,
2017/04/26,,メトロ,西日暮里,,東武,五反野,289,872,
2017/04/26,,メトロ,西日暮里,,,,-1000,1161,現金ﾁｬｰｼﾞ
2017/04/26,,東武,五反野,,メトロ,西日暮里,289,161,
2017/04/25,,メトロ,西日暮里,,東武,五反野,289,450,
2017/04/25,,東武,五反野,,メトロ,西日暮里,289,739,
2017/04/24,,メトロ,西日暮里,,東武,五反野,289,1028,
2017/04/24,,東武,五反野,,メトロ,西日暮里,289,1317,
2017/04/23,,東武,栃木,,東武,五反野,885,1606,
2017/04/22,,東武,栃木,,,,-1000,2491,現金ﾁｬｰｼﾞ
2017/04/21,,メトロ,西日暮里,,東武,五反野,289,1491,
2017/04/21,,メトロ,西日暮里,,,,-1000,1780,現金ﾁｬｰｼﾞ
2017/04/21,,東武,五反野,,メトロ,西日暮里,289,780,
2017/04/21,,東武,五反野,,,,-1000,1069,現金ﾁｬｰｼﾞ
2017/04/20,,メトロ,西日暮里,,東武,五反野,289,69,
2017/04/20,,東武,五反野,,メトロ,西日暮里,289,358,
2017/04/19,,メトロ,西日暮里,,東武,五反野,289,647,
2017/04/19,,東武,五反野,,メトロ,西日暮里,289,936,
2017/04/18,,メトロ,西日暮里,,東武,五反野,289,1225,
2017/04/18,,東武,五反野,,メトロ,西日暮里,289,1514,
2017/04/18,,メトロ,西日暮里,,,,-1000,1803,現金ﾁｬｰｼﾞ
2017/04/17,,メトロ,西日暮里,,東武,五反野,289,803,
2017/04/17,,東武,五反野,,メトロ,西日暮里,289,1092,
2017/04/16,,東武,五反野,,,,-1000,1381,現金ﾁｬｰｼﾞ
2017/04/16,,東武,栃木,,東武,五反野,885,381,
2017/04/16,,東武,栃木,,,,-1000,1266,現金ﾁｬｰｼﾞ
2017/04/14,,東武,五反野,,東武,栃木,885,266,
2017/04/14,,東武,栃木,,,,-1000,1151,現金ﾁｬｰｼﾞ
2017/04/13,,メトロ,西日暮里,,東武,五反野,289,151,
2017/04/13,,東武,五反野,,メトロ,西日暮里,289,440,
2017/04/12,,メトロ,西日暮里,,東武,五反野,289,729,
2017/04/12,,東武,五反野,,メトロ,西日暮里,289,1018,
2017/04/12,,メトロ,西日暮里,,,,-1000,1307,現金ﾁｬｰｼﾞ
2017/04/11,,メトロ,西日暮里,,東武,五反野,289,307,
2017/04/11,,東武,五反野,,メトロ,西日暮里,289,596,
2017/04/10,,メトロ,西日暮里,,東武,五反野,289,885,
2017/04/10,,東武,五反野,,メトロ,西日暮里,289,1174,
2017/04/09,,東武,栃木,,東武,五反野,885,1463,
2017/04/09,,東武,五反野,,,,-1000,2348,現金ﾁｬｰｼﾞ
2017/04/09,,東武,栃木,,,,-1000,1348,現金ﾁｬｰｼﾞ
2017/04/08,,東武,五反野,,東武,栃木,885,348,
2017/04/07,,メトロ,西日暮里,,東武,五反野,289,1233,
2017/04/07,,メトロ,西日暮里,,,,-1000,1522,現金ﾁｬｰｼﾞ
2017/04/07,,東武,五反野,,メトロ,西日暮里,289,522,
2017/04/06,,メトロ,西日暮里,,東武,五反野,289,811,
2017/04/06,,東武,五反野,,メトロ,西日暮里,289,1100,
2017/04/06,,メトロ,西日暮里,,,,-1000,1389,現金ﾁｬｰｼﾞ
2017/04/05,,メトロ,西日暮里,,東武,五反野,289,389,
2017/04/05,,東武,五反野,,メトロ,西日暮里,289,678,
2017/04/04,,メトロ,西日暮里,,東武,五反野,289,967,
2017/04/04,,メトロ,西日暮里,,,,-1000,1256,現金ﾁｬｰｼﾞ
2017/04/04,,東武,五反野,,メトロ,西日暮里,289,256,
2017/04/03,,メトロ,西日暮里,,東武,五反野,289,545,
2017/04/03,,東武,五反野,,メトロ,西日暮里,289,834,
2017/04/02,,東武,栃木,,東武,五反野,885,1123,
2017/04/02,,東武,栃木,,,,-2000,2008,現金ﾁｬｰｼﾞ
2017/04/01,,東武,五反野,,東武,栃木,885,8,
2017/04/01,,東武,栃木,,,,-50,893,現金ﾁｬｰｼﾞ
2017/03/31,,メトロ,西日暮里,,東武,五反野,289,843,
2017/03/31,,東武,五反野,,メトロ,西日暮里,289,1132,
2017/03/30,,東武,五反野,,,,-1000,1421,現金ﾁｬｰｼﾞ
2017/03/30,,メトロ,西日暮里,,東武,五反野,289,421,
2017/03/30,,東武,五反野,,メトロ,西日暮里,289,710,
2017/03/29,,メトロ,西日暮里,,東武,五反野,289,999,
2017/03/29,,メトロ,西日暮里,,,,-1000,1288,現金ﾁｬｰｼﾞ
2017/03/29,,東武,五反野,,メトロ,西日暮里,289,288,
2017/03/28,,メトロ,西日暮里,,東武,五反野,289,577,
2017/03/28,,東武,五反野,,メトロ,西日暮里,289,866,
2017/03/28,,東武,五反野,,,,-1000,1155,現金ﾁｬｰｼﾞ
2017/03/27,,メトロ,西日暮里,,東武,五反野,289,155,
2017/03/27,,東武,五反野,,メトロ,西日暮里,289,444,
2017/03/26,,東武,久喜,,東武,五反野,515,733,
2017/03/26,,東武,五反野,,,,-1000,1248,現金ﾁｬｰｼﾞ
2017/03/26,,JR東,栃木,,JR東,久喜,756,248,
2017/03/26,,東武,栃木,,,,-1000,1004,現金ﾁｬｰｼﾞ
2017/03/25,,東武,五反野,,東武,栃木,885,4,
2017/03/25,,東武,栃木,,,,-30,889,現金ﾁｬｰｼﾞ
2017/03/24,,メトロ,西日暮里,,東武,五反野,289,859,
2017/03/24,,メトロ,西日暮里,,,,-1000,1148,現金ﾁｬｰｼﾞ
2017/03/24,,東武,五反野,,メトロ,西日暮里,289,148,
2017/03/23,,メトロ,西日暮里,,東武,五反野,289,437,
2017/03/23,,東武,五反野,,メトロ,西日暮里,289,726,
2017/03/22,,メトロ,西日暮里,,東武,五反野,289,1015,
2017/03/22,,メトロ,西日暮里,,,,-1000,1304,現金ﾁｬｰｼﾞ
2017/03/22,,東武,五反野,,メトロ,西日暮里,289,304,
2017/03/21,,メトロ,西日暮里,,東武,五反野,289,593,
2017/03/21,,東武,五反野,,メトロ,西日暮里,289,882,
2017/03/21,,東武,五反野,,,,-1000,1171,現金ﾁｬｰｼﾞ
2017/03/21,,メトロ,西日暮里,,東武,五反野,289,171,
2017/03/20,,東武,五反野,,メトロ,西日暮里,289,460,
2017/03/19,,メトロ,西日暮里,,東武,五反野,289,749,
2017/03/19,,東武,五反野,,メトロ,西日暮里,289,1038,
2017/03/17,,メトロ,西日暮里,,東武,五反野,289,1327,
2017/03/17,,東武,五反野,,メトロ,西日暮里,289,1616,
2017/03/17,,東武,五反野,,,,-1000,1905,現金ﾁｬｰｼﾞ
2017/03/16,,メトロ,西日暮里,,東武,五反野,289,905,
2017/03/16,,メトロ,西日暮里,,,,-1000,1194,現金ﾁｬｰｼﾞ
2017/03/16,,メトロ,北綾瀬,,メトロ,西日暮里,195,194,
2017/03/15,,メトロ,西日暮里,,東武,五反野,289,389,
2017/03/15,,東武,五反野,,メトロ,西日暮里,289,678,
2017/03/14,,メトロ,西日暮里,,東武,五反野,289,967,
2017/03/14,,東武,五反野,,,,-1000,1256,現金ﾁｬｰｼﾞ
2017/03/14,,東武,五反野,,メトロ,西日暮里,289,256,
2017/03/13,,メトロ,西日暮里,,東武,五反野,289,545,
2017/03/13,,東武,五反野,,メトロ,西日暮里,289,834,
2017/03/13,,東武,五反野,,,,-1000,1123,現金ﾁｬｰｼﾞ
2017/03/12,,東武,栃木,,東武,五反野,885,123,
2017/03/12,,東武,栃木,,,,-1000,1008,現金ﾁｬｰｼﾞ
2017/03/11,,東武,五反野,,東武,栃木,885,8,
2017/03/11,,東武,栃木,,,,-40,893,現金ﾁｬｰｼﾞ
2017/03/10,,メトロ,西日暮里,,東武,五反野,289,853,
2017/03/10,,メトロ,西日暮里,,,,-1000,1142,現金ﾁｬｰｼﾞ
2017/03/10,,東武,五反野,,メトロ,西日暮里,289,142,
2017/03/09,,メトロ,西日暮里,,東武,五反野,289,431,
2017/03/09,,東武,五反野,,メトロ,西日暮里,289,720,
2017/03/08,,東武,五反野,,,,-1000,1009,現金ﾁｬｰｼﾞ
2017/03/08,,メトロ,西日暮里,,東武,五反野,289,9,
2017/03/08,,東武,五反野,,メトロ,西日暮里,289,298,
2017/03/07,,メトロ,西日暮里,,東武,五反野,289,587,
2017/03/07,,東武,五反野,,メトロ,西日暮里,289,876,
2017/03/06,,東武,五反野,,,,-1000,1165,現金ﾁｬｰｼﾞ
2017/03/06,,メトロ,西日暮里,,東武,五反野,289,165,
2017/03/06,,東武,五反野,,メトロ,西日暮里,289,454,
2017/03/05,,東武,栃木,,東武,五反野,885,743,
2017/03/05,,東武,栃木,,,,-1000,1628,現金ﾁｬｰｼﾞ
2017/03/04,,東武,五反野,,東武,栃木,885,628,
2017/03/03,,TX,青井,,,,-1000,1513,現金ﾁｬｰｼﾞ
2017/03/03,,メトロ,西日暮里,,メトロ,北綾瀬,195,513,
2017/03/03,,東武,五反野,,メトロ,西日暮里,289,708,
2017/03/02,,東武,北千住,,東武,五反野,144,997,
2017/03/02,,東武,五反野,,,,-1000,1141,現金ﾁｬｰｼﾞ
2017/03/02,,JR東,西日暮里,,JR東,北千住,154,141,
2017/03/02,,東武,五反野,,メトロ,西日暮里,289,295,
2017/03/01,,メトロ,西日暮里,,東武,五反野,289,584,
2017/03/01,,東武,五反野,,メトロ,西日暮里,289,873,
2017/02/28,,東武,北千住,,東武,五反野,144,1162,
2017/02/28,,メトロ,西日暮里,,メトロ,北千住,165,1306,
2017/02/28,,メトロ,西日暮里,,,,-1000,1471,現金ﾁｬｰｼﾞ
2017/02/28,,東武,五反野,,メトロ,西日暮里,289,471,
2017/02/27,,メトロ,西日暮里,,東武,五反野,289,760,
2017/02/27,,東武,五反野,,メトロ,西日暮里,289,1049,
2017/02/27,,メトロ,西日暮里,,,,-1000,1338,現金ﾁｬｰｼﾞ
2017/02/26,,東武,栃木,,東武,五反野,885,338,
2017/02/26,,東武,栃木,,,,-1000,1223,現金ﾁｬｰｼﾞ
2017/02/25,,東武,五反野,,東武,栃木,885,223,
2017/02/24,,メトロ,西日暮里,,東武,五反野,289,1108,
2017/02/24,,東武,五反野,,,,-1000,1397,現金ﾁｬｰｼﾞ
2017/02/24,,東武,五反野,,メトロ,西日暮里,289,397,
2017/02/23,,メトロ,西日暮里,,東武,五反野,289,686,
2017/02/23,,東武,五反野,,メトロ,西日暮里,289,975,
2017/02/23,,メトロ,西日暮里,,,,-1000,1264,現金ﾁｬｰｼﾞ
2017/02/22,,メトロ,西日暮里,,東武,五反野,289,264,
2017/02/22,,東武,五反野,,メトロ,西日暮里,289,553,
2017/02/21,,メトロ,西日暮里,,東武,五反野,289,842,
2017/02/21,,メトロ,西日暮里,,,,-1000,1131,現金ﾁｬｰｼﾞ
2017/02/21,,東武,五反野,,メトロ,西日暮里,289,131,
2017/02/20,,メトロ,西日暮里,,東武,五反野,289,420,
2017/02/20,,東武,五反野,,メトロ,西日暮里,289,709,
2017/02/19,,東武,栃木,,東武,五反野,885,998,
2017/02/19,,東武,栃木,,,,-1000,1883,現金ﾁｬｰｼﾞ
2017/02/18,,東武,五反野,,東武,栃木,885,883,
2017/02/18,,東武,栃木,,,,-1000,1768,現金ﾁｬｰｼﾞ
2017/02/17,,メトロ,西日暮里,,メトロ,北綾瀬,195,768,
2017/02/17,,東武,五反野,,メトロ,西日暮里,289,963,
2017/02/16,,メトロ,西日暮里,,東武,五反野,289,1252,
2017/02/16,,東武,五反野,,,,-1000,1541,現金ﾁｬｰｼﾞ
2017/02/16,,メトロ,北千住,,メトロ,西日暮里,165,541,
2017/02/16,,TX,青井,,TX,北千住,206,706,
2017/02/15,,メトロ,西日暮里,,東武,五反野,289,912,
2017/02/15,,東武,五反野,,,,-1000,1201,現金ﾁｬｰｼﾞ
2017/02/15,,東武,五反野,,メトロ,西日暮里,289,201,
2017/02/14,,メトロ,西日暮里,,東武,五反野,289,490,
2017/02/14,,東武,五反野,,メトロ,西日暮里,289,779,
2017/02/13,,東武,五反野,,,,-1000,1068,現金ﾁｬｰｼﾞ
2017/02/13,,メトロ,西日暮里,,東武,五反野,289,68,
2017/02/13,,東武,五反野,,メトロ,西日暮里,289,357,
2017/02/12,,東武,栃木,,東武,五反野,885,646,
2017/02/12,,東武,栃木,,,,-1000,1531,現金ﾁｬｰｼﾞ
2017/02/11,,東武,五反野,,東武,栃木,885,531,
2017/02/10,,メトロ,西日暮里,,東武,五反野,289,1416,
2017/02/10,,メトロ,西日暮里,,,,-1000,1705,現金ﾁｬｰｼﾞ
2017/02/10,,東武,五反野,,メトロ,西日暮里,289,705,
2017/02/09,,メトロ,西日暮里,,東武,五反野,289,994,
2017/02/09,,メトロ,西日暮里,,,,-1000,1283,現金ﾁｬｰｼﾞ
2017/02/09,,東武,五反野,,メトロ,西日暮里,289,283,
2017/02/08,,メトロ,西日暮里,,東武,五反野,289,572,
2017/02/08,,東武,五反野,,メトロ,西日暮里,289,861,
2017/02/08,,東武,五反野,,,,-1000,1150,現金ﾁｬｰｼﾞ
2017/02/07,,メトロ,西日暮里,,メトロ,北綾瀬,195,150,
2017/02/07,,東武,五反野,,メトロ,西日暮里,289,345,
2017/02/06,,メトロ,西日暮里,,東武,五反野,289,634,
2017/02/06,,メトロ,北綾瀬,,メトロ,西日暮里,195,923,
2017/02/05,,東武,五反野,,,,-1000,1118,現金ﾁｬｰｼﾞ
2017/02/05,,東武,栃木,,東武,五反野,885,118,
2017/02/05,,東武,栃木,,,,-1000,1003,現金ﾁｬｰｼﾞ
2017/02/04,,東武,五反野,,東武,栃木,885,3,
2017/02/04,,東武,栃木,,,,-350,888,現金ﾁｬｰｼﾞ
2017/02/03,,メトロ,西日暮里,,東武,五反野,289,538,
2017/02/03,,メトロ,北千住,,メトロ,西日暮里,165,827,
2017/02/03,,TX,青井,,TX,北千住,206,992,
2017/02/02,,東武,五反野,,,,-1000,1198,現金ﾁｬｰｼﾞ
2017/02/02,,メトロ,西日暮里,,東武,五反野,289,198,
2017/02/02,,メトロ,北千住,,メトロ,西日暮里,165,487,
2017/02/02,,TX,青井,,TX,北千住,206,652,
2017/02/01,,メトロ,西日暮里,,メトロ,北綾瀬,195,858,
2017/02/01,,メトロ,西日暮里,,,,-1000,1053,現金ﾁｬｰｼﾞ
2017/02/01,,メトロ,北千住,,メトロ,西日暮里,165,53,
2017/02/01,,TX,青井,,TX,北千住,206,218,
2017/01/31,,メトロ,西日暮里,,東武,五反野,289,424,
2017/01/31,,メトロ,北綾瀬,,メトロ,西日暮里,195,713,
2017/01/30,,メトロ,西日暮里,,メトロ,北綾瀬,195,908,
2017/01/30,,メトロ,北綾瀬,,メトロ,西日暮里,195,1103,
2017/01/29,,東武,五反野,,,,-1000,1298,現金ﾁｬｰｼﾞ
2017/01/29,,東武,栃木,,東武,五反野,885,298,
2017/01/29,,東武,栃木,,,,-1000,1183,現金ﾁｬｰｼﾞ
2017/01/28,,東武,五反野,,東武,栃木,885,183,
