カードID=01100410CA138C1D
利用年月日,定期,鉄道会社名,入場駅/事業者名,定期,鉄道会社名,出場駅/降車場所,利用額(円),残額(円),メモ
2017/01/28,,東武,五反野,,,,-1000,1068,現金ﾁｬｰｼﾞ
2017/01/27,,メトロ,西日暮里,,メトロ,綾瀬,195,68,
2017/01/27,,メトロ,北千住,,メトロ,西日暮里,165,263,
2017/01/27,,TX,青井,,TX,北千住,206,428,
2017/01/26,,メトロ,西日暮里,,東武,五反野,289,634,
2017/01/26,,メトロ,北千住,,メトロ,西日暮里,165,923,
2017/01/26,,メトロ,北千住,,,,-1000,1088,現金ﾁｬｰｼﾞ
2017/01/26,,TX,青井,,TX,北千住,206,88,
2017/01/25,,メトロ,千駄木,,東武,五反野,309,294,
2017/01/25,,東武,五反野,,メトロ,西日暮里,289,603,
2017/01/24,,メトロ,西日暮里,,東武,五反野,289,892,
2017/01/24,,メトロ,西日暮里,,,,-1000,1181,現金ﾁｬｰｼﾞ
2017/01/24,,メトロ,北千住,,メトロ,西日暮里,165,181,
2017/01/24,,TX,青井,,TX,北千住,206,346,
2017/01/23,,メトロ,西日暮里,,東武,五反野,289,552,
2017/01/23,,東武,五反野,,メトロ,西日暮里,289,841,
2017/01/23,,東武,五反野,,,,-1000,1130,現金ﾁｬｰｼﾞ
2017/01/22,,東武,栃木,,東武,五反野,885,130,
2017/01/22,,東武,栃木,,,,-1000,1015,現金ﾁｬｰｼﾞ
2017/01/21,,東武,五反野,,東武,栃木,885,15,
2017/01/20,,TX,北千住,,TX,青井,206,900,
2017/01/20,,メトロ,西日暮里,,メトロ,北千住,165,1106,
2017/01/20,,メトロ,北千住,,メトロ,西日暮里,165,1271,
2017/01/20,,TX,青井,,TX,北千住,206,1436,
2017/01/20,,TX,青井,,,,-1000,1642,現金ﾁｬｰｼﾞ
2017/01/19,,メトロ,西日暮里,,東武,五反野,289,642,
2017/01/19,,メトロ,北千住,,メトロ,西日暮里,165,931,
2017/01/19,,メトロ,北千住,,,,-1000,1096,現金ﾁｬｰｼﾞ
2017/01/19,,TX,青井,,TX,北千住,206,96,
2017/01/18,,メトロ,西日暮里,,東武,五反野,289,302,
2017/01/18,,メトロ,北千住,,メトロ,西日暮里,165,591,
2017/01/18,,TX,青井,,TX,北千住,206,756,
2017/01/17,,メトロ,西日暮里,,東武,五反野,289,962,
2017/01/17,,東武,五反野,,,,-1000,1251,現金ﾁｬｰｼﾞ
2017/01/17,,東武,五反野,,メトロ,西日暮里,289,251,
2017/01/16,,メトロ,西日暮里,,東武,五反野,289,540,
2017/01/16,,東武,五反野,,メトロ,西日暮里,289,829,
2017/01/16,,東武,五反野,,,,-1000,1118,現金ﾁｬｰｼﾞ
2017/01/15,,東武,栃木,,東武,五反野,885,118,
2017/01/15,,東武,栃木,,,,-1000,1003,現金ﾁｬｰｼﾞ
2017/01/14,,東武,五反野,,東武,栃木,885,3,
2017/01/13,,メトロ,西日暮里,,東武,五反野,289,888,
2017/01/13,,メトロ,西日暮里,,,,-1000,1177,現金ﾁｬｰｼﾞ
2017/01/13,,メトロ,北千住,,メトロ,西日暮里,165,177,
2017/01/13,,TX,青井,,TX,北千住,206,342,
2017/01/12,,メトロ,西日暮里,,東武,五反野,289,548,
2017/01/12,,東武,五反野,,メトロ,西日暮里,289,837,
2017/01/11,,メトロ,西日暮里,,東武,五反野,289,1126,
2017/01/11,,メトロ,北千住,,メトロ,西日暮里,165,1415,
2017/01/11,,TX,北千住,,,,-1000,1580,現金ﾁｬｰｼﾞ
2017/01/11,,TX,青井,,TX,北千住,206,580,
2017/01/10,,メトロ,西日暮里,,東武,五反野,289,786,
2017/01/10,,メトロ,北千住,,メトロ,西日暮里,165,1075,
2017/01/10,,TX,青井,,TX,北千住,206,1240,
2017/01/10,,TX,青井,,,,-1000,1446,現金ﾁｬｰｼﾞ
2017/01/09,,東武,栃木,,東武,五反野,885,446,
2017/01/09,,東武,栃木,,,,-1000,1331,現金ﾁｬｰｼﾞ
2017/01/07,,東武,五反野,,東武,栃木,885,331,
2017/01/06,,メトロ,西日暮里,,東武,五反野,289,1216,
2017/01/06,,都営,西日暮里,,,,-1000,1505,現金ﾁｬｰｼﾞ
2017/01/06,,東武,五反野,,メトロ,西日暮里,289,505,
2017/01/05,,メトロ,西日暮里,,東武,五反野,289,794,
2017/01/05,,メトロ,西日暮里,,,,-1000,1083,現金ﾁｬｰｼﾞ
2017/01/05,,東武,五反野,,メトロ,西日暮里,289,83,
2017/01/04,,東武,栃木,,東武,五反野,885,372,
2017/01/04,,東武,栃木,,,,-1000,1257,現金ﾁｬｰｼﾞ
2016/12/28,,東武,五反野,,東武,栃木,885,257,
2016/12/28,,東武,五反野,,,,-1000,1142,現金ﾁｬｰｼﾞ
2016/12/28,,メトロ,東陽町,,東武,五反野,381,142,
2016/12/28,,東武,五反野,,メトロ,東陽町,381,523,
2016/12/26,,メトロ,東陽町,,東武,五反野,381,904,
2016/12/26,,メトロ,東陽町,,,,-1000,1285,現金ﾁｬｰｼﾞ
2016/12/26,,東武,五反野,,メトロ,東陽町,381,285,
2016/12/25,,東武,栃木,,東武,五反野,885,666,
2016/12/25,,東武,栃木,,,,-1000,1551,現金ﾁｬｰｼﾞ
2016/12/23,,東武,五反野,,東武,栃木,885,551,
2016/12/23,,東武,栃木,,,,-1000,1436,現金ﾁｬｰｼﾞ
2016/12/22,,メトロ,東陽町,,東武,五反野,381,436,
2016/12/22,,東武,五反野,,メトロ,東陽町,381,817,
2016/12/21,,メトロ,東陽町,,東武,五反野,381,1198,
2016/12/21,,メトロ,東陽町,,,,-1000,1579,現金ﾁｬｰｼﾞ
2016/12/21,,東武,五反野,,メトロ,東陽町,381,579,
2016/12/20,,メトロ,東陽町,,東武,五反野,381,960,
2016/12/20,,メトロ,東陽町,,,,-1000,1341,現金ﾁｬｰｼﾞ
2016/12/20,,東武,五反野,,メトロ,東陽町,381,341,
2016/12/19,,メトロ,西日暮里,,東武,五反野,289,722,
2016/12/19,,JR東,西日暮里,,,,-1000,1011,現金ﾁｬｰｼﾞ
2016/12/19,,メトロ,東陽町,,メトロ,西日暮里,195,11,
2016/12/19,,東武,五反野,,メトロ,東陽町,381,206,
2016/12/18,,東武,栃木,,東武,五反野,885,587,
2016/12/18,,東武,栃木,,,,-1000,1472,現金ﾁｬｰｼﾞ
2016/12/17,,東武,五反野,,東武,栃木,885,472,
2016/12/17,,東武,栃木,,,,-1000,1357,現金ﾁｬｰｼﾞ
2016/12/16,,メトロ,東陽町,,東武,五反野,381,357,
2016/12/16,,東武,五反野,,メトロ,東陽町,381,738,
2016/12/15,,メトロ,東陽町,,東武,五反野,381,1119,
2016/12/15,,メトロ,東陽町,,,,-1000,1500,現金ﾁｬｰｼﾞ
2016/12/15,,東武,五反野,,メトロ,東陽町,381,500,
2016/12/14,,メトロ,秋葉原,,東武,五反野,339,881,
2016/12/14,,JR東,飯田橋,,JR東,秋葉原,133,1220,
2016/12/14,,メトロ,東陽町,,メトロ,飯田橋,195,1353,
2016/12/14,,メトロ,飯田橋,,,,-1000,1548,現金ﾁｬｰｼﾞ
2016/12/14,,東武,五反野,,メトロ,東陽町,381,548,
2016/12/13,,メトロ,東陽町,,東武,五反野,381,929,
2016/12/13,,メトロ,東陽町,,,,-1000,1310,現金ﾁｬｰｼﾞ
2016/12/13,,東武,五反野,,メトロ,東陽町,381,310,
2016/12/12,,メトロ,日比谷,,東武,五反野,216,691,
2016/12/12,,メトロ,豊洲,,メトロ,有楽町,165,907,
2016/12/12,,メトロ,豊洲,,,,-1000,1072,現金ﾁｬｰｼﾞ
2016/12/12,,メトロ,月島,,メトロ,豊洲,165,72,
2016/12/12,,都営,門前仲町,,都営,月島,104,237,
2016/12/12,,メトロ,東陽町,,メトロ,門前仲町,165,341,
2016/12/12,,東武,五反野,,メトロ,東陽町,381,506,
2016/12/11,,東武,栃木,,東武,五反野,885,887,
2016/12/11,,東武,栃木,,,,-1000,1772,現金ﾁｬｰｼﾞ
2016/12/10,,東武,五反野,,東武,栃木,885,772,
2016/12/10,,東武,栃木,,,,-1000,1657,現金ﾁｬｰｼﾞ
2016/12/10,,メトロ,東陽町,,東武,五反野,381,657,
2016/12/09,,メトロ,東陽町,,,,-1000,1038,現金ﾁｬｰｼﾞ
2016/12/09,,東武,五反野,,メトロ,東陽町,381,38,
2016/12/08,,メトロ,上野,,東武,五反野,309,419,
2016/12/08,,JR東,川崎,,JR東,上野,388,728,
2016/12/08,,JR東,新橋,,JR東,川崎,302,1116,
2016/12/08,,メトロ,東陽町,,メトロ,新橋,195,1418,
2016/12/08,,メトロ,東陽町,,,,-1000,1613,現金ﾁｬｰｼﾞ
2016/12/08,,東武,五反野,,メトロ,東陽町,381,613,
2016/12/07,,メトロ,東陽町,,東武,五反野,381,994,
2016/12/07,,東武,五反野,,,,-1000,1375,現金ﾁｬｰｼﾞ
2016/12/07,,東武,五反野,,メトロ,東陽町,381,375,
2016/12/06,,メトロ,東陽町,,東武,五反野,381,756,
2016/12/06,,メトロ,東陽町,,,,-1000,1137,現金ﾁｬｰｼﾞ
2016/12/06,,東武,五反野,,メトロ,東陽町,381,137,
2016/12/05,,メトロ,八丁堀,,東武,五反野,339,518,
2016/12/05,,メトロ,東陽町,,メトロ,八丁堀,165,857,
2016/12/05,,メトロ,門前仲町,,メトロ,東陽町,53,1022,
2016/12/05,,都営,新御徒町,,都営,門前仲町,216,1075,
2016/12/05,,TX,青井,,TX,新御徒町,288,1291,
2016/12/04,,東武,五反野,,,,-1000,1579,現金ﾁｬｰｼﾞ
2016/12/04,,東武,栃木,,東武,五反野,885,579,
2016/12/04,,東武,栃木,,,,-1000,1464,現金ﾁｬｰｼﾞ
2016/12/03,,東武,五反野,,東武,栃木,885,464,
2016/12/03,,東武,五反野,,,,-1000,1349,現金ﾁｬｰｼﾞ
2016/11/27,,東武,栃木,,東武,五反野,885,349,
2016/11/27,,東武,栃木,,,,-1000,1234,現金ﾁｬｰｼﾞ
2016/11/26,,東武,五反野,,東武,栃木,885,234,
2016/11/26,,東武,南栗橋,,,,-1000,1119,現金ﾁｬｰｼﾞ
2016/11/20,,東武,栃木,,東武,五反野,885,119,
2016/11/20,,東武,栃木,,,,-1000,1004,現金ﾁｬｰｼﾞ
2016/11/19,,東武,五反野,,東武,栃木,885,4,
2016/11/19,,東武,栃木,,,,-80,889,現金ﾁｬｰｼﾞ
2016/11/06,,東武,栃木,,東武,五反野,885,809,
2016/11/06,,東武,栃木,,,,-1000,1694,現金ﾁｬｰｼﾞ
2016/11/05,,東武,五反野,,東武,栃木,885,694,
2016/11/05,,東武,栃木,,,,-1000,1579,現金ﾁｬｰｼﾞ
2016/10/30,,東武,栃木,,東武,五反野,885,579,
2016/10/30,,東武,栃木,,,,-1000,1464,現金ﾁｬｰｼﾞ
2016/10/29,,東武,五反野,,東武,栃木,885,464,
2016/10/29,,東武,栃木,,,,-1000,1349,現金ﾁｬｰｼﾞ
2016/10/23,,東武,栃木,,東武,五反野,885,349,
2016/10/23,,東武,栃木,,,,-1000,1234,現金ﾁｬｰｼﾞ
2016/10/22,,東武,五反野,,東武,栃木,885,234,
2016/10/22,,東武,栃木,,,,-1000,1119,現金ﾁｬｰｼﾞ
2016/10/16,,東武,栃木,,東武,五反野,885,119,
2016/10/16,,東武,栃木,,,,-1000,1004,現金ﾁｬｰｼﾞ
2016/10/15,,東武,五反野,,東武,栃木,885,4,
2016/10/15,,東武,栃木,,,,-80,889,現金ﾁｬｰｼﾞ
2016/10/10,,東武,栃木,,東武,五反野,885,809,
2016/10/10,,東武,栃木,,,,-1000,1694,現金ﾁｬｰｼﾞ
2016/10/08,,東武,五反野,,東武,栃木,885,694,
2016/10/08,,東武,栃木,,,,-1000,1579,現金ﾁｬｰｼﾞ
2016/10/02,,東武,栃木,,東武,五反野,885,579,
2016/10/02,,東武,栃木,,,,-1000,1464,現金ﾁｬｰｼﾞ
2016/10/01,,東武,五反野,,東武,栃木,885,464,
2016/10/01,,東武,栃木,,,,-1000,1349,現金ﾁｬｰｼﾞ
2016/09/25,,東武,栃木,,東武,五反野,885,349,
2016/09/25,,東武,栃木,,,,-1000,1234,現金ﾁｬｰｼﾞ
2016/09/24,,東武,五反野,,東武,栃木,885,234,
2016/09/24,,東武,栃木,,,,-1000,1119,現金ﾁｬｰｼﾞ
2016/09/19,,東武,栃木,,東武,五反野,885,119,
2016/09/19,,東武,栃木,,,,-1000,1004,現金ﾁｬｰｼﾞ
2016/09/17,,東武,五反野,,東武,栃木,885,4,
2016/09/17,,東武,栃木,,,,-10,889,現金ﾁｬｰｼﾞ
2016/09/11,,東武,栃木,,東武,五反野,885,879,
2016/09/11,,東武,栃木,,,,-1000,1764,現金ﾁｬｰｼﾞ
2016/09/10,,東武,五反野,,東武,栃木,885,764,
2016/09/10,,東武,栃木,,,,-1000,1649,現金ﾁｬｰｼﾞ
2016/09/04,,東武,栃木,,東武,五反野,885,649,
2016/09/04,,東武,栃木,,,,-1000,1534,現金ﾁｬｰｼﾞ
2016/09/03,,東武,五反野,,東武,栃木,885,534,
2016/09/03,,東武,栃木,,,,-1000,1419,現金ﾁｬｰｼﾞ
2016/09/01,,メトロ,築地,,メトロ,東陽町,165,419,
2016/09/01,,東武,五反野,,メトロ,築地,339,584,
2016/08/31,,TX,秋葉原,,TX,青井,329,923,
2016/08/31,,TX,青井,,,,-1000,1252,現金ﾁｬｰｼﾞ
2016/08/31,,JR東,武蔵小杉,,JR東,秋葉原,302,252,
2016/08/31,,JR東,新橋,,JR東,武蔵小杉,216,554,
2016/08/31,,メトロ,上野,,メトロ,新橋,72,770,
2016/08/31,,東武,五反野,,メトロ,上野,309,842,
2016/08/30,,メトロ,上野,,東武,五反野,309,1151,
2016/08/30,,メトロ,上野,,,,-1000,1460,現金ﾁｬｰｼﾞ
2016/08/30,,JR東,武蔵小杉,,JR東,上野,388,460,
2016/08/30,,JR東,新橋,,JR東,武蔵小杉,216,848,
2016/08/30,,メトロ,上野,,メトロ,新橋,72,1064,
2016/08/30,,メトロ,上野,,,,-1000,1136,現金ﾁｬｰｼﾞ
2016/08/30,,東武,五反野,,メトロ,上野,309,136,
2016/08/29,,メトロ,上野,,東武,五反野,216,445,
2016/08/29,,メトロ,新橋,,メトロ,上野,165,661,
2016/08/29,,JR東,武蔵小杉,,JR東,新橋,216,826,
2016/08/29,,JR東,新橋,,JR東,武蔵小杉,216,1042,
2016/08/29,,JR東,武蔵小杉,,,,-1000,1258,現金ﾁｬｰｼﾞ
2016/08/29,,メトロ,上野,,メトロ,新橋,72,258,
2016/08/29,,東武,五反野,,メトロ,上野,309,330,
2016/08/28,,東武,栃木,,東武,五反野,885,639,
2016/08/28,,東武,栃木,,,,-1000,1524,現金ﾁｬｰｼﾞ
2016/08/27,,東武,五反野,,東武,栃木,885,524,
2016/08/27,,東武,栃木,,,,-1000,1409,現金ﾁｬｰｼﾞ
2016/08/26,,メトロ,上野,,東武,五反野,216,409,
2016/08/26,,メトロ,新橋,,メトロ,上野,165,625,
2016/08/26,,JR東,武蔵小杉,,JR東,新橋,216,790,
2016/08/26,,JR東,新橋,,JR東,武蔵小杉,216,1006,
2016/08/26,,JR東,新橋,,,,-1000,1222,現金ﾁｬｰｼﾞ
2016/08/26,,メトロ,上野,,メトロ,新橋,72,222,
2016/08/26,,東武,五反野,,メトロ,上野,309,294,
2016/08/25,,メトロ,上野,,東武,五反野,216,603,
2016/08/25,,メトロ,新橋,,メトロ,上野,165,819,
2016/08/25,,JR東,武蔵小杉,,JR東,新橋,216,984,
2016/08/25,,JR東,武蔵小杉,,,,-1000,1200,現金ﾁｬｰｼﾞ
2016/08/25,,JR東,新橋,,JR東,武蔵小杉,216,200,
2016/08/25,,メトロ,上野,,メトロ,新橋,72,416,
2016/08/25,,東武,五反野,,メトロ,上野,309,488,
2016/08/24,,メトロ,上野,,東武,五反野,216,797,
2016/08/24,,メトロ,上野,,,,-1000,1013,現金ﾁｬｰｼﾞ
2016/08/24,,メトロ,新橋,,メトロ,上野,165,13,
2016/08/24,,JR東,武蔵小杉,,JR東,新橋,216,178,
2016/08/24,,JR東,新橋,,JR東,武蔵小杉,216,394,
2016/08/24,,メトロ,上野,,メトロ,新橋,72,610,
2016/08/24,,東武,五反野,,メトロ,上野,309,682,
2016/08/23,,メトロ,上野,,東武,五反野,216,991,
2016/08/23,,メトロ,新橋,,メトロ,上野,165,1207,
2016/08/23,,JR東,武蔵小杉,,JR東,新橋,216,1372,
2016/08/23,,JR東,武蔵小杉,,,,-1000,1588,現金ﾁｬｰｼﾞ
2016/08/23,,JR東,御徒町,,JR東,武蔵小杉,302,588,
2016/08/23,,東武,五反野,,メトロ,仲御徒町,309,890,
2016/08/22,,東武,五反野,,,,-1000,1199,現金ﾁｬｰｼﾞ
2016/08/22,,メトロ,上野,,東武,五反野,309,199,
2016/08/22,,JR東,武蔵小杉,,JR東,上野,388,508,
2016/08/22,,東急,目黒,,東急,武蔵小杉,195,896,
2016/08/22,,JR東,新橋,,JR東,目黒,165,1091,
2016/08/22,,メトロ,秋葉原,,メトロ,新橋,165,1256,
2016/08/22,,東武,五反野,,メトロ,秋葉原,339,1421,
2016/08/21,,東武,五反野,,,,-1000,1760,現金ﾁｬｰｼﾞ
2016/08/21,,東武,栃木,,東武,五反野,885,760,
2016/08/21,,東武,栃木,,,,-1000,1645,現金ﾁｬｰｼﾞ
2016/08/20,,東武,五反野,,東武,栃木,885,645,
2016/08/20,,東武,栃木,,,,-1000,1530,現金ﾁｬｰｼﾞ
2016/08/19,,メトロ,上野,,東武,五反野,309,530,
2016/08/19,,JR東,武蔵小杉,,JR東,上野,388,839,
2016/08/19,,JR東,武蔵小杉,,,,-1000,1227,現金ﾁｬｰｼﾞ
2016/08/19,,JR東,新橋,,JR東,武蔵小杉,216,227,
2016/08/19,,メトロ,上野,,メトロ,新橋,72,443,
2016/08/19,,東武,五反野,,メトロ,上野,309,515,
2016/08/18,,メトロ,上野,,東武,五反野,216,824,
2016/08/18,,メトロ,新橋,,メトロ,上野,165,1040,
2016/08/18,,メトロ,上野,,,,-1000,1205,現金ﾁｬｰｼﾞ
2016/08/18,,JR東,武蔵小杉,,JR東,新橋,216,205,
2016/08/18,,JR東,新橋,,JR東,武蔵小杉,216,421,
2016/08/18,,メトロ,上野,,メトロ,新橋,72,637,
2016/08/18,,東武,五反野,,メトロ,上野,309,709,
2016/08/17,,メトロ,上野,,東武,五反野,216,1018,
2016/08/17,,メトロ,新橋,,メトロ,上野,165,1234,
2016/08/17,,JR東,武蔵小杉,,JR東,新橋,216,1399,
2016/08/17,,JR東,武蔵小杉,,,,-1000,1615,現金ﾁｬｰｼﾞ
2016/08/17,,JR東,新橋,,JR東,武蔵小杉,216,615,
2016/08/17,,メトロ,銀座,,メトロ,新橋,165,831,
2016/08/17,,東武,五反野,,メトロ,銀座,339,996,
2016/08/17,,東武,五反野,,,,-1000,1335,現金ﾁｬｰｼﾞ
2016/08/16,,JR東,新橋,,JR東,武蔵小杉,216,335,
2016/08/16,,メトロ,上野,,メトロ,新橋,72,551,
2016/08/16,,東武,五反野,,メトロ,上野,309,623,
2016/08/15,,東武,栃木,,東武,五反野,885,932,
2016/08/15,,東武,栃木,,,,-1000,1817,現金ﾁｬｰｼﾞ
2016/08/06,,東武,五反野,,東武,栃木,885,817,
2016/08/06,,東武,栃木,,,,-1000,1702,現金ﾁｬｰｼﾞ
2016/08/05,,メトロ,上野,,東武,五反野,216,702,
2016/08/05,,メトロ,新橋,,メトロ,上野,165,918,
2016/08/05,,メトロ,新橋,,,,-1000,1083,現金ﾁｬｰｼﾞ
2016/08/05,,JR東,武蔵小杉,,JR東,新橋,216,83,
2016/08/05,,JR東,新橋,,JR東,武蔵小杉,216,299,
2016/08/05,,メトロ,上野,,メトロ,新橋,72,515,
2016/08/05,,東武,五反野,,メトロ,上野,309,587,
2016/08/04,,メトロ,上野,,東武,五反野,309,896,
2016/08/04,,東武,五反野,,,,-1000,1205,現金ﾁｬｰｼﾞ
2016/08/04,,JR東,武蔵小杉,,JR東,上野,388,205,
2016/08/04,,JR東,新橋,,JR東,武蔵小杉,216,593,
2016/08/04,,メトロ,上野,,メトロ,新橋,72,809,
2016/08/04,,東武,五反野,,メトロ,上野,309,881,
2016/08/03,,東武,五反野,,,,-1000,1190,現金ﾁｬｰｼﾞ
2016/08/03,,メトロ,上野,,東武,五反野,216,190,
2016/08/03,,メトロ,新橋,,メトロ,上野,165,406,
2016/08/03,,JR東,武蔵小杉,,JR東,新橋,216,571,
2016/08/03,,JR東,新橋,,JR東,武蔵小杉,216,787,
2016/08/03,,メトロ,上野,,メトロ,新橋,72,1003,
2016/08/03,,東武,五反野,,メトロ,上野,309,1075,
2016/08/03,,メトロ,上野,,,,-1000,1384,現金ﾁｬｰｼﾞ
2016/08/02,,メトロ,上野,,東武,五反野,216,384,
2016/08/02,,メトロ,新橋,,メトロ,上野,165,600,
2016/08/02,,JR東,武蔵小杉,,JR東,新橋,216,765,
2016/08/02,,JR東,新橋,,JR東,武蔵小杉,216,981,
2016/08/02,,メトロ,上野,,メトロ,新橋,72,1197,
2016/08/02,,メトロ,上野,,,,-1000,1269,現金ﾁｬｰｼﾞ
2016/08/02,,東武,五反野,,メトロ,上野,309,269,
2016/08/01,,メトロ,上野,,東武,五反野,216,578,
2016/08/01,,メトロ,新橋,,メトロ,上野,165,794,
2016/08/01,,JR東,武蔵小杉,,JR東,新橋,216,959,
2016/08/01,,JR東,新橋,,JR東,武蔵小杉,216,1175,
2016/08/01,,メトロ,上野,,メトロ,新橋,72,1391,
2016/08/01,,東武,五反野,,メトロ,上野,309,1463,
2016/07/31,,東武,栃木,,東武,五反野,885,1772,
2016/07/31,,東武,栃木,,,,-2000,2657,現金ﾁｬｰｼﾞ
2016/07/30,,東武,五反野,,東武,栃木,885,657,
2016/07/30,,東武,栃木,,,,-1000,1542,現金ﾁｬｰｼﾞ
2016/07/24,,東武,栃木,,東武,五反野,885,542,
2016/07/24,,東武,栃木,,,,-1000,1427,現金ﾁｬｰｼﾞ
2016/07/23,,東武,五反野,,東武,栃木,885,427,
2016/07/23,,東武,栃木,,,,-1000,1312,現金ﾁｬｰｼﾞ
2016/07/19,,JR東,武蔵小杉,,JR東,新橋,216,312,
2016/07/18,,東武,栃木,,東武,五反野,885,528,
2016/07/18,,東武,栃木,,,,-1000,1413,現金ﾁｬｰｼﾞ
2016/07/16,,JR東,久喜,,JR東,宇都宮,1144,413,
2016/07/16,,JR東,宇都宮,,,,-1000,1557,現金ﾁｬｰｼﾞ
2016/07/16,,東武,五反野,,東武,久喜,515,557,
2016/07/16,,東武,五反野,,,,-1000,1072,現金ﾁｬｰｼﾞ
2016/07/12,,メトロ,秋葉原,○,メトロ,上野広小路,165,72,
2016/07/10,,東武,栃木,,東武,五反野,885,237,
2016/07/10,,東武,栃木,,,,-1000,1122,現金ﾁｬｰｼﾞ
2016/07/09,○,東武,五反野,,東武,栃木,885,122,
2016/07/09,,メトロ,秋葉原,○,メトロ,上野広小路,165,1007,
2016/07/09,,メトロ,秋葉原,,,,-1000,1172,現金ﾁｬｰｼﾞ
2016/07/09,○,メトロ,上野広小路,,メトロ,秋葉原,165,172,
2016/07/03,,JR東,秋葉原,,JR東,上野,133,337,
2016/07/03,,東武,栃木,,東武,五反野,885,470,
2016/07/03,,東武,栃木,,,,-1000,1355,現金ﾁｬｰｼﾞ
2016/07/02,,東武,五反野,,東武,栃木,885,355,
2016/06/30,,東武,五反野,,,,-1000,1240,現金ﾁｬｰｼﾞ
2016/06/30,,メトロ,上野,,東武,五反野,216,240,
2016/06/30,,メトロ,新橋,,メトロ,上野,165,456,
2016/06/30,,JR東,武蔵小杉,,JR東,新橋,216,621,
2016/06/30,,JR東,新橋,,JR東,武蔵小杉,216,837,
2016/06/30,,メトロ,上野,,メトロ,新橋,72,1053,
2016/06/30,,東武,五反野,,メトロ,上野,309,1125,
2016/06/30,,メトロ,上野,,,,-1000,1434,現金ﾁｬｰｼﾞ
2016/06/29,,メトロ,新橋,,東武,五反野,381,434,
2016/06/29,,JR東,武蔵小杉,,JR東,新橋,216,815,
2016/06/29,,JR東,武蔵小杉,,,,-1000,1031,現金ﾁｬｰｼﾞ
2016/06/29,,JR東,新橋,,JR東,武蔵小杉,216,31,
2016/06/29,,メトロ,上野,,メトロ,新橋,72,247,
2016/06/29,,東武,五反野,,メトロ,上野,309,319,
2016/06/28,,メトロ,新橋,,東武,五反野,381,628,
2016/06/28,,メトロ,新橋,,,,-1000,1009,現金ﾁｬｰｼﾞ
2016/06/28,,JR東,武蔵小杉,,JR東,新橋,216,9,
2016/06/28,,JR東,新橋,,JR東,武蔵小杉,216,225,
2016/06/28,,東武,五反野,,メトロ,新橋,381,441,
2016/06/27,,メトロ,新橋,,東武,五反野,381,822,
2016/06/27,,東武,五反野,,,,-1000,1203,現金ﾁｬｰｼﾞ
2016/06/27,,JR東,武蔵小杉,,JR東,新橋,216,203,
2016/06/27,,JR東,新橋,,JR東,武蔵小杉,216,419,
2016/06/27,,メトロ,上野,,メトロ,新橋,72,635,
2016/06/27,,東武,五反野,,メトロ,上野,309,707,
2016/06/26,,東武,栃木,,東武,五反野,885,1016,
2016/06/26,,東武,栃木,,,,-1000,1901,現金ﾁｬｰｼﾞ
2016/06/25,,東武,五反野,,東武,栃木,885,901,
2016/06/25,,東武,栃木,,,,-1000,1786,現金ﾁｬｰｼﾞ
2016/06/24,,メトロ,新橋,,東武,五反野,381,786,
2016/06/24,,JR東,武蔵小杉,,JR東,新橋,216,1167,
2016/06/24,,JR東,武蔵小杉,,,,-1000,1383,現金ﾁｬｰｼﾞ
2016/06/24,,JR東,新橋,,JR東,武蔵小杉,216,383,
2016/06/24,,メトロ,上野,,メトロ,新橋,72,599,
2016/06/24,,東武,五反野,,メトロ,上野,309,671,
2016/06/23,,メトロ,上野,,東武,五反野,216,980,
2016/06/23,,東武,五反野,,,,-1000,1196,現金ﾁｬｰｼﾞ
2016/06/23,,メトロ,新橋,,メトロ,上野,165,196,
2016/06/23,,JR東,武蔵小杉,,JR東,新橋,216,361,
2016/06/23,,JR東,新橋,,JR東,武蔵小杉,216,577,
2016/06/23,,東武,五反野,,メトロ,新橋,381,793,
2016/06/23,,東武,五反野,,,,-1000,1174,現金ﾁｬｰｼﾞ
2016/06/22,,メトロ,上野,,東武,五反野,216,174,
2016/06/22,,メトロ,新橋,,メトロ,上野,165,390,
2016/06/22,,JR東,武蔵小杉,,JR東,新橋,216,555,
2016/06/22,,JR東,新橋,,JR東,武蔵小杉,216,771,
2016/06/22,,東武,五反野,,メトロ,新橋,381,987,
2016/06/22,,メトロ,新橋,,,,-1000,1368,現金ﾁｬｰｼﾞ
2016/06/21,,メトロ,上野,,東武,五反野,216,368,
2016/06/21,,メトロ,新橋,,メトロ,上野,165,584,
2016/06/21,,JR東,武蔵小杉,,JR東,新橋,216,749,
2016/06/21,,JR東,新橋,,JR東,武蔵小杉,216,965,
2016/06/21,,JR東,新橋,,,,-1000,1181,現金ﾁｬｰｼﾞ
2016/06/21,,メトロ,上野,,メトロ,新橋,72,181,
2016/06/21,,東武,五反野,,メトロ,上野,309,253,
2016/06/20,,TX,秋葉原,,TX,青井,329,562,
2016/06/20,,メトロ,新橋,,メトロ,末広町,165,891,
2016/06/20,,メトロ,新橋,,,,-1000,1056,現金ﾁｬｰｼﾞ
2016/06/20,,JR東,武蔵小杉,,JR東,新橋,216,56,
2016/06/20,,JR東,新橋,,JR東,武蔵小杉,216,272,
2016/06/20,,メトロ,上野,,メトロ,新橋,72,488,
2016/06/20,,東武,五反野,,メトロ,上野,309,560,
2016/06/19,,東武,栃木,,東武,五反野,885,869,
